magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,magtype,depth,location
6.7,0.0,6.0,0.0,691.0,529.0,0.0,22.3,mwc,27.4,"Nookat, Kyrgyzstan"
6.8,0.0,6.0,0.0,711.0,500.0,0.0,22.2,mwc,25.0,"Obihiro, Japan"
6.6,0.0,6.0,0.0,670.0,463.0,0.0,14.1,mwc,96.0,"Tobelo, Indonesia"
6.9,0.0,6.0,0.0,732.0,531.0,0.0,14.9,mwc,110.0,"Sola, Vanuatu"
6.7,4.0,7.0,0.0,692.0,325.0,0.0,28.0,mwc,12.0,"Jumla, Nepal"
6.8,8.0,7.0,0.0,1046.0,633.0,0.0,20.2,mwc,108.0,"Morioka, Japan"
7.0,5.0,5.0,0.0,840.0,577.0,0.0,18.2,mwc,22.0,"Namie, Japan"
6.9,5.0,5.0,0.0,825.0,0.0,0.0,0.0,mww,25.5,"Namie, Japan"
6.6,4.0,5.0,0.0,680.0,630.0,0.0,18.4,mwc,17.0,"Bamboo Flat, India"
6.9,7.0,8.0,0.0,888.0,654.0,0.0,17.1,mwc,7.8,"Mizusawa, Japan"
7.85,9.0,9.0,0.0,1149.125,774.0,0.0,11.3,mwc,19.0,"Tianpeng, China"
6.9,5.0,5.0,0.0,910.0,519.0,0.0,21.1,mwc,27.0,"Hasaki, Japan"
7.3,0.0,6.0,0.0,820.0,486.0,0.0,13.4,mwc,33.0,"Isangel, Vanuatu"
7.2,0.0,7.0,0.0,798.0,532.0,0.0,25.9,mwc,10.0,"Hotan, China"
6.9,4.0,5.0,0.0,740.0,544.0,0.0,25.9,mwc,24.0,Philippine Islands region
6.7,5.0,6.0,0.0,696.0,543.0,0.0,15.1,mwc,25.0,"Padang, Indonesia"
6.6,4.0,6.0,0.0,674.0,421.0,0.0,17.7,mwc,25.0,"Padang, Indonesia"
7.2,4.0,7.0,0.0,832.0,505.0,0.0,18.4,mwc,25.0,"Sungai Penuh, Indonesia"
6.5,4.0,6.0,0.0,654.0,429.0,0.0,28.3,mwc,22.0,"Sungai Penuh, Indonesia"
7.4,5.0,7.0,0.0,914.0,607.0,0.0,16.4,mwc,26.0,"Sinabang, Indonesia"
6.5,8.0,5.0,0.0,692.0,650.0,0.0,30.7,mwc,28.0,"Koróni, Greece"
6.9,6.0,6.0,0.0,941.0,645.0,0.0,30.6,mwc,29.0,"Methóni, Greece"
6.5,7.0,6.0,0.0,723.0,521.0,0.0,27.6,mwc,83.0,"General Pascual Fentes, Mexico"
6.6,7.0,6.0,0.0,808.0,461.0,0.0,18.8,mwc,20.0,"Gisborne, New Zealand"
6.7,5.0,7.0,0.0,704.0,481.0,0.0,30.3,mwb,45.0,Ant
7.4,7.0,7.0,0.0,1149.125,663.0,0.0,13.4,mwb,113.5,"Basse-Pointe, Martinique"
6.6,3.0,6.0,0.0,672.0,280.0,0.0,26.9,mwc,16.0,"Kirakira, Solomon Islands"
6.5,5.0,7.0,0.0,653.0,272.0,0.0,27.6,mwc,18.0,"Dompu, Indonesia"
6.5,7.0,7.0,0.0,657.0,353.0,0.0,27.5,mwc,20.0,"Dompu, Indonesia"
6.8,6.0,6.0,0.0,722.0,341.0,0.0,15.9,mwc,53.0,"Lae, Papua New Guinea"
6.8,7.0,6.0,0.0,790.0,649.0,0.0,27.0,mwc,113.5,"Macas, Ecuador"
6.8,6.0,7.0,0.0,716.0,285.0,0.0,40.1,mwc,26.0,Ant
7.7,8.0,7.0,0.0,995.0,610.0,0.0,22.4,mwc,40.0,"Tocopilla, Chile"
6.8,3.0,5.0,0.0,713.0,494.0,0.0,23.9,mwc,21.0,"Bengkulu, Indonesia"
6.8,4.0,7.0,0.0,744.0,338.0,0.0,19.0,mwc,18.0,"Te Anau, New Zealand"
6.8,4.0,5.0,0.0,713.0,348.0,0.0,15.5,mwc,40.0,"Kokopo, Papua New Guinea"
6.7,3.0,5.0,0.0,696.0,503.0,0.0,26.9,mwc,30.0,"Padang, Indonesia"
7.0,4.0,7.0,0.0,768.0,537.0,0.0,23.1,mwc,22.0,"Padang, Indonesia"
6.5,0.0,5.0,0.0,650.0,409.0,0.0,26.2,mwc,28.9,"Kepulauan Mentawai region, Indonesia"
7.85,8.0,7.0,0.0,1133.0,446.0,0.0,29.1,mwc,35.0,"Sungai Penuh, Indonesia"
7.8,7.0,8.0,0.0,1149.125,0.0,0.0,0.0,mww,40.5,"Sungai Penuh, Indonesia"
7.85,0.0,6.0,0.0,1086.0,411.0,0.0,32.3,mww,34.0,"Bengkulu, Indonesia"
6.8,5.0,6.0,0.0,747.0,653.0,0.0,17.6,mwc,15.0,"Timbiquí, Colombia"
7.2,0.0,5.0,0.0,798.0,312.0,0.0,21.3,mwc,35.0,"Lata, Solomon Islands"
6.5,5.0,6.0,0.0,675.0,382.0,0.0,12.8,mwc,15.0,"Malango, Solomon Islands"
7.85,9.0,8.0,0.0,1149.125,625.0,0.0,25.7,mwc,39.0,"San Vicente de Cañete, Peru"
7.5,0.0,5.0,0.0,865.0,228.0,0.0,30.7,mwc,113.5,"Rengasdengklok, Indonesia"
7.2,7.0,7.0,0.0,803.0,494.0,0.0,20.4,mwb,113.5,"Luganville, Vanuatu"
6.9,3.0,5.0,0.0,734.0,374.0,0.0,24.1,mwb,25.0,"Tobelo, Indonesia"
6.8,5.0,4.0,0.0,779.0,664.0,0.0,18.2,mwb,113.5,"Mikuni, Japan"
6.6,8.0,8.0,0.0,831.0,782.0,0.0,16.7,mwc,12.0,"Kashiwazaki, Japan"
6.7,6.0,6.0,0.0,972.0,468.0,0.0,37.7,mwc,23.0,"Iztapa, Guatemala"
6.9,0.0,7.0,0.0,732.0,305.0,0.0,15.3,mwc,10.0,"Panguna, Papua New Guinea"
6.6,0.0,7.0,0.0,670.0,251.0,0.0,16.0,mb,10.0,"Panguna, Papua New Guinea"
7.85,9.0,8.0,0.0,1025.0,439.0,0.0,14.7,mwc,24.0,"Gizo, Solomon Islands"
6.7,7.0,8.0,0.0,782.0,493.0,0.0,23.9,mwc,8.0,"Nanao, Japan"
7.1,3.0,6.0,0.0,779.0,426.0,0.0,25.3,mwb,34.0,"Isangel, Vanuatu"
6.7,0.0,6.0,0.0,691.0,253.0,0.0,40.3,mwc,12.0,S
7.5,6.0,5.0,0.0,874.0,570.0,0.0,21.6,mwc,22.0,"Ternate, Indonesia"
7.85,4.0,5.0,0.0,1034.0,606.0,0.0,14.0,mwc,10.0,the Kuril Islands
6.9,6.0,7.0,0.0,798.0,466.0,0.0,31.6,mwc,10.0,"Hengchun, Taiwan"
7.1,8.0,7.0,0.0,1023.0,744.0,0.0,29.1,mwb,10.0,"Hengchun, Taiwan"
7.85,4.0,7.0,0.0,1064.0,576.0,0.0,20.9,mwc,10.0,Kuril Islands
6.6,0.0,6.0,0.0,670.0,352.0,0.0,18.6,mwc,11.0,"Kimbe, Papua New Guinea"
6.7,5.0,6.0,0.0,732.0,444.0,0.0,53.4,mwc,23.0,"San Vicente de Cañete, Peru"
6.7,5.0,6.0,0.0,692.0,533.0,0.0,15.6,mwc,32.0,"Kimbe, Papua New Guinea"
6.7,8.0,9.0,0.0,1149.125,43.0,0.0,67.5,md,38.182,"Puako, Hawaii"
6.9,3.0,3.0,0.0,737.0,702.0,0.0,20.9,mwc,28.0,"Hihifo, Tonga"
6.8,0.0,6.0,0.0,711.0,459.0,0.0,28.4,mwb,38.0,"Panguna, Papua New Guinea"
6.5,0.0,6.0,0.0,650.0,700.0,0.0,47.4,mwb,43.0,"Ozernovskiy, Russia"
6.8,5.0,5.0,0.0,713.0,551.0,0.0,26.2,mwb,113.5,"Norsup, Vanuatu"
7.7,7.0,5.0,0.0,947.0,357.0,0.0,36.8,mwc,20.0,"Singaparna, Indonesia"
6.5,0.0,6.0,0.0,650.0,477.0,0.0,20.3,mwc,34.0,"Kimbe, Papua New Guinea"
6.6,0.0,7.0,0.0,670.0,548.0,0.0,28.0,mwc,19.0,"Tilichiki, Russia"
6.8,4.0,5.0,0.0,719.0,701.0,0.0,16.3,mwb,12.0,"Singkil, Indonesia"
7.85,7.0,7.0,0.0,1013.0,626.0,0.0,20.7,mwc,55.0,"Pangai, Tonga"
7.85,8.0,9.0,0.0,1026.0,0.0,0.0,0.0,mww,60.5,"Pangai, Tonga"
6.5,7.0,7.0,0.0,653.0,282.0,0.0,46.3,mwc,12.0,"Copiapó, Chile"
6.7,6.0,7.0,0.0,696.0,277.0,0.0,25.6,mwb,12.0,"Copiapó, Chile"
6.6,0.0,8.0,0.0,670.0,645.0,0.0,28.4,mwc,11.0,"Tilichiki, Russia"
7.6,0.0,8.0,0.0,889.0,579.0,0.0,18.5,mwc,22.0,"Tilichiki, Russia"
6.5,3.0,5.0,0.0,654.0,247.0,0.0,25.5,mwc,14.0,"Lautoka, Fiji"
6.7,0.0,7.0,0.0,691.0,306.0,0.0,21.3,mwb,30.1,"Ambon, Indonesia"
7.0,5.0,9.0,0.0,891.0,412.0,0.0,23.2,mwb,11.0,"Chipinge, Zimbabwe"
6.7,7.0,6.0,0.0,934.0,769.0,0.0,19.7,mwb,66.0,"Kýthira, Greece"
6.6,7.0,6.0,0.0,703.0,323.0,0.0,48.2,mwc,14.0,"Bahía de Kino, Mexico"
6.5,6.0,5.0,0.0,721.0,529.0,0.0,20.5,mwb,113.5,"Ashk?sham, Afghanistan"
6.8,5.0,7.0,0.0,744.0,561.0,0.0,20.0,mwc,22.0,"Kalemie, Democratic Republic"
6.5,4.0,5.0,0.0,683.0,464.0,0.0,48.8,mwc,29.0,"Ishinomaki, Japan"
6.5,3.0,6.0,0.0,651.0,358.0,0.0,20.7,mwb,21.0,"Sinabang, Indonesia"
6.8,0.0,6.0,0.0,711.0,509.0,0.0,30.1,mwb,113.5,"San Pedro de Atacama, Chile"
7.6,9.0,9.0,0.0,1149.125,724.0,0.0,21.1,mwc,26.0,"Muzaffar?b?d, Pakistan"
6.6,0.0,6.0,0.0,670.0,402.0,0.0,17.7,mwc,25.0,"Kokopo, Papua New Guinea"
7.5,8.0,7.0,0.0,1018.0,696.0,0.0,26.2,mwb,113.5,"Yurimaguas, Peru"
7.6,5.0,7.0,0.0,891.0,502.0,0.0,20.0,mwc,90.0,"Kokopo, Papua New Guinea"
7.2,7.0,7.0,0.0,1104.0,698.0,0.0,19.6,mwc,36.0,"Ishinomaki, Japan"
7.2,4.0,5.0,0.0,808.0,636.0,0.0,26.4,mwc,16.0,"Nicobar Islands, India region"
6.7,3.0,6.0,0.0,693.0,398.0,0.0,22.3,mwc,21.0,"Singkil, Indonesia"
6.6,6.0,5.0,0.0,719.0,446.0,0.0,21.1,mwc,27.0,"San Juan del Sur, Nicaragua"
7.2,5.0,4.0,0.0,1149.125,420.0,0.0,31.4,mwc,16.0,"Big Lagoon, California"
7.8,8.0,7.0,0.0,1020.0,714.0,0.0,16.1,mwb,113.5,"Iquique, Chile"
6.9,5.0,7.0,0.0,740.0,635.0,0.0,26.0,mwc,30.0,"Singkil, Indonesia"
6.7,6.0,5.0,0.0,731.0,695.0,0.0,20.9,mwb,34.0,"Padangsidempuan, Indonesia"
6.5,3.0,6.0,0.0,657.0,478.0,0.0,21.2,mwc,30.0,"Padang, Indonesia"
6.7,5.0,6.0,0.0,717.0,656.0,0.0,21.2,mwc,19.0,"Padang, Indonesia"
7.85,0.0,8.0,0.0,1138.0,510.0,0.0,22.1,mww,30.0,"Singkil, Indonesia"
6.6,8.0,7.0,0.0,805.0,401.0,0.0,22.9,mwc,10.0,"Maebaru-ch??, Japan"
7.1,0.0,5.0,0.0,776.0,569.0,0.0,18.1,mwb,113.5,Banda Sea
6.8,0.0,6.0,0.0,711.0,444.0,0.0,33.8,mwb,36.0,"Sinabang, Indonesia"
6.5,0.0,7.0,0.0,650.0,371.0,0.0,31.8,mwb,10.0,"Katabu, Indonesia"
6.5,3.0,5.0,0.0,652.0,286.0,0.0,47.3,mwc,39.7,"Pulau-Pulau Talaud, Indonesia"
6.7,0.0,4.0,0.0,691.0,457.0,0.0,30.2,mwb,113.5,"Sola, Vanuatu"
7.1,7.0,3.0,0.0,782.0,640.0,0.0,26.4,mwc,113.5,"Palimbang, Philippines"
6.6,6.0,4.0,0.0,676.0,225.0,0.0,67.5,mwc,27.8,"Katsuura, Japan"
6.6,0.0,5.0,0.0,670.0,353.0,0.0,31.9,mwc,16.1,"Nicobar Islands, India region"
7.2,5.0,6.0,0.0,802.0,385.0,0.0,27.9,mwc,39.2,"Sabang, Indonesia"
7.85,0.0,8.0,0.0,1149.125,601.0,0.0,22.0,mw,30.0,2004 Sumatra - Andaman Islands Earthquake
7.85,0.0,5.0,0.0,1009.0,331.0,0.0,59.3,mwc,10.0,Macquarie Island
6.8,5.0,6.0,0.0,858.0,639.0,0.0,21.8,mwb,10.0,"George Town, Cayman Islands"
6.8,4.0,7.0,0.0,724.0,759.0,0.0,23.6,mwb,35.0,"Nemuro, Japan"
7.0,4.0,7.0,0.0,771.0,929.0,0.0,23.9,mwb,39.0,"Nemuro, Japan"
7.1,0.0,7.0,0.0,776.0,439.0,0.0,28.8,mwc,10.0,"Nabire, Indonesia"
7.1,5.0,5.0,0.0,782.0,585.0,0.0,14.7,mwc,10.0,"Riverton, New Zealand"
7.2,8.0,8.0,0.0,820.0,708.0,0.0,50.2,mwb,15.0,"Pizarro, Colombia"
7.5,5.0,7.0,0.0,870.0,301.0,0.0,33.8,mwc,10.0,"Maubara, Timor Leste"
6.7,0.0,6.0,0.0,691.0,233.0,0.0,21.5,mwb,10.0,"Kirakira, Solomon Islands"
6.7,7.0,4.0,0.0,703.0,459.0,0.0,37.3,mwb,10.0,"Port McNeill, Canada"
6.6,0.0,8.0,0.0,670.0,782.0,0.0,37.0,mwc,16.0,"Ojiya, Japan"
6.7,5.0,6.0,0.0,705.0,698.0,0.0,24.7,mwb,94.0,"Yonakuni, Japan"
7.0,0.0,6.0,0.0,754.0,441.0,0.0,32.2,mwc,35.0,"Masachapa, Nicaragua"
6.5,5.0,5.0,0.0,665.0,526.0,0.0,18.3,mwb,105.0,"Talisay, Philippines"
6.8,0.0,6.0,0.0,711.0,545.0,0.0,15.7,mwb,36.0,"Kirakira, Solomon Islands"
6.6,0.0,4.0,0.0,670.0,478.0,0.0,29.8,mwc,10.0,"Shing?, Japan"
7.4,0.0,5.0,0.0,842.0,594.0,0.0,27.5,mwb,10.0,"Shing?, Japan"
7.2,0.0,5.0,0.0,798.0,643.0,0.0,28.4,mwc,14.0,"Shing?, Japan"
6.5,0.0,7.0,0.0,650.0,349.0,0.0,30.1,mwb,5.0,"Teno, Chile"
6.5,0.0,7.0,0.0,650.0,305.0,0.0,39.0,mwc,13.4,"Manokwari, Indonesia"
6.9,0.0,5.0,0.0,732.0,798.0,0.0,31.2,mwb,113.5,"Atlasovo, Russia"
6.6,0.0,7.0,0.0,670.0,282.0,0.0,46.9,mwb,21.0,"Cañete, Chile"
6.7,0.0,5.0,0.0,691.0,386.0,0.0,27.6,mwb,65.8,"Naisano Dua, Indonesia"
6.5,0.0,4.0,0.0,650.0,424.0,0.0,29.9,mwb,113.5,"Sola, Vanuatu"
6.6,0.0,4.0,0.0,670.0,728.0,0.0,18.3,mwb,113.5,Afghanistan-Tajikistan-Pakistan region
6.7,0.0,7.0,0.0,691.0,256.0,0.0,33.3,mwc,25.7,"Nabire, Indonesia"
7.3,0.0,7.0,0.0,820.0,390.0,0.0,23.0,mwb,10.0,"Papua, Indonesia"
7.0,0.0,7.0,0.0,754.0,367.0,0.0,33.0,mwc,16.6,"Nabire, Indonesia"
6.7,0.0,6.0,0.0,691.0,243.0,0.0,42.5,mwb,17.4,"Ambon, Indonesia"
7.3,0.0,4.0,0.0,820.0,235.0,0.0,46.6,mwc,10.0,"Tadine, New Caledonia"
6.6,0.0,9.0,0.0,670.0,552.0,0.0,44.8,mwc,10.0,"Bam, Iran"
6.5,0.0,6.0,0.0,650.0,405.0,0.0,48.4,mwb,33.0,"Progreso, Panama"
6.5,7.0,9.0,0.0,1149.125,65.0,0.04685,67.5,mw,8.382,"San Simeon, California"
6.8,0.0,7.0,0.0,711.0,447.0,0.0,27.7,mwb,10.0,"Yujing, Taiwan"
6.6,0.0,6.0,0.0,670.0,384.0,0.0,25.1,mwb,35.0,"Kimbe, Papua New Guinea"
6.5,0.0,6.0,0.0,650.0,487.0,0.0,45.9,mwb,35.0,"Can-Avid, Philippines"
6.6,0.0,5.0,0.0,670.0,475.0,0.0,26.2,mwb,113.5,"Isangel, Vanuatu"
7.0,0.0,5.0,0.0,754.0,568.0,0.0,61.2,mwb,10.0,"Ishinomaki, Japan"
6.7,0.0,6.0,0.0,691.0,556.0,0.0,55.4,mwc,32.0,"Kushiro, Japan"
6.7,0.0,7.0,0.0,691.0,643.0,0.0,24.5,mwb,10.0,"Aktash, Russia"
6.5,0.0,5.0,0.0,650.0,586.0,0.0,67.5,mwc,25.0,"Kushiro, Japan"
7.3,0.0,7.0,0.0,820.0,667.0,0.0,24.5,mwb,16.0,"Aktash, Russia"
7.4,0.0,7.0,0.0,842.0,514.0,0.0,67.5,mwc,33.0,"Shizunai-furukawach?, Japan"
7.85,0.0,9.0,0.0,1024.0,0.0,0.0,0.0,mww,27.0,"Kushiro, Japan"
6.6,0.0,7.0,0.0,670.0,518.0,0.0,24.7,mwb,10.0,"Taungdwingyi, Myanmar"
7.2,0.0,7.0,0.0,798.0,428.0,0.0,17.5,mwc,28.0,"Te Anau, New Zealand"
7.6,0.0,6.0,0.0,889.0,315.0,0.0,25.2,mwc,10.0,Scotia Sea
6.5,0.0,6.0,0.0,650.0,156.0,0.0,31.4,mwb,33.0,"Rabaul, Papua New Guinea"
6.8,0.0,7.0,0.0,711.0,398.0,0.0,39.1,mwc,33.0,"Ovalle, Chile"
6.9,0.0,5.0,0.0,732.0,733.0,0.0,26.7,mwb,113.5,"Atlasovo, Russia"
6.6,0.0,6.0,0.0,670.0,419.0,0.0,27.8,mwc,33.0,"Kokopo, Papua New Guinea"
7.0,0.0,6.0,0.0,754.0,473.0,0.0,30.3,mwc,31.0,"Tobelo, Indonesia"
7.0,0.0,7.0,0.0,754.0,690.0,0.0,19.1,mwb,68.0,"?funato, Japan"
6.8,0.0,9.0,0.0,711.0,534.0,0.0,19.4,mwc,12.0,"Dellys, Algeria"
6.5,0.0,7.0,0.0,650.0,247.0,0.0,28.7,mwc,33.0,"Ruteng, Indonesia"
6.8,0.0,7.0,0.0,711.0,431.0,0.0,38.4,mwc,40.2,"Kokopo, Papua New Guinea"
7.6,0.0,7.0,0.0,889.0,551.0,0.0,0.0,mwb,24.0,"Cuyutlán, Mexico"
6.5,0.0,6.0,0.0,650.0,316.0,0.0,0.0,mwc,24.0,"Puerto San José, Guatemala"
7.3,0.0,6.0,0.0,820.0,457.0,0.0,0.0,mwc,33.0,"Kirakira, Solomon Islands"
6.7,0.0,5.0,0.0,691.0,323.0,0.0,0.0,mwb,71.9,"Kokopo, Papua New Guinea"
6.7,0.0,6.0,0.0,691.0,453.0,0.0,0.0,mwb,34.0,"New Ireland region, Papua New Guinea"
7.85,8.0,9.0,0.0,1149.125,0.0,0.0,0.0,mw,4.2,"Cantwell, Alaska"
7.4,0.0,7.0,0.0,842.0,418.0,0.0,0.0,mwb,30.0,"Sinabang, Indonesia"
6.6,0.0,7.0,0.0,670.0,0.0,0.0,0.0,mw,4.2,"Cantwell, Alaska"
6.7,0.0,7.0,0.0,691.0,250.0,0.0,0.0,ms,10.0,"Manokwari, Indonesia"
7.6,0.0,7.0,0.0,889.0,375.0,0.0,0.0,mwc,10.0,"Manokwari, Indonesia"
6.5,0.0,6.0,0.0,650.0,646.0,0.0,0.0,mwc,21.0,"Bamboo Flat, India"
7.6,0.0,7.0,0.0,889.0,428.0,0.0,0.0,mwc,13.0,"Aitape, Papua New Guinea"
6.5,0.0,4.0,0.0,650.0,260.0,0.0,0.0,mwc,30.0,"San Jose Village, Northern Mariana Islands"
6.5,0.0,7.0,0.0,650.0,533.0,0.0,0.0,mwc,10.0,"Punta de Burica, Panama"
6.5,0.0,8.0,0.0,650.0,555.0,0.0,0.0,mwc,10.0,"Abhar, Iran"
6.6,0.0,7.0,0.0,670.0,420.0,0.0,0.0,mwb,54.0,"Monte Patria, Chile"
6.7,0.0,5.0,0.0,691.0,272.0,0.0,0.0,mwc,33.0,"Sola, Vanuatu"
7.1,0.0,7.0,0.0,776.0,257.0,0.0,0.0,mwc,85.7,"Merizo Village, Guam"
6.7,0.0,7.0,0.0,691.0,462.0,0.0,0.0,mwb,62.0,"Copiapó, Chile"
6.8,0.0,6.0,0.0,711.0,292.0,0.0,0.0,mwc,24.9,"Nuxco, Mexico"
7.1,0.0,6.0,0.0,776.0,550.0,0.0,0.0,mwc,32.8,"Hualien City, Taiwan"
6.5,0.0,5.0,0.0,650.0,486.0,0.0,0.0,mwc,113.5,"Calama, Chile"
7.5,0.0,7.0,0.0,865.0,321.0,0.0,0.0,mwc,31.0,"Mindanao, Philippines"
7.4,0.0,5.0,0.0,842.0,138.0,0.0,0.0,mwc,113.5,"Jurm, Afghanistan"
6.6,0.0,6.0,0.0,670.0,444.0,0.0,0.0,mwc,39.0,"Kimbe, Papua New Guinea"
6.5,0.0,7.0,0.0,650.0,482.0,0.0,0.0,mwc,5.0,"Sultanda??, Turkey"
6.7,0.0,8.0,0.0,691.0,333.0,0.0,0.0,mwc,11.0,"Aitape, Papua New Guinea"
6.6,0.0,6.0,0.0,670.0,386.0,0.0,0.0,mwc,10.0,"Port-Vila, Vanuatu"
7.2,0.0,6.0,0.0,798.0,427.0,0.0,0.0,mwc,21.0,"Port-Vila, Vanuatu"
